,timestamp,type,param,player,payload.object_ids,payload.amount,payload.unit_id,payload.sequence,payload.unit,payload.building_id,payload.building,position.x,position.y,payload.target_id,payload.target_type,payload.order_id,payload.slot_id,payload.x,payload.y,payload.order,payload.technology_id,payload.technology,payload.stance_id,payload.stance,payload.x_end,payload.y_end,payload.formation_id,payload.formation,payload.resource_id,payload.resource,payload.command_id,payload.command,payload.message
0,0:00:00.728000,Queue,Villager,1,[1935],1.0,83.0,728.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
1,0:00:00.936000,Queue,Villager,2,[1942],1.0,83.0,936.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
2,0:00:01.560000,Build,House,2,"[1963, 1961]",,,1560.0,,70.0,House,12.0,49.0,,,,,,,,,,,,,,,,,,,,
3,0:00:01.768000,Build,House,1,"[1959, 1957]",,,1768.0,,70.0,House,100.0,81.0,,,,,,,,,,,,,,,,,,,,
4,0:00:02.392000,Build,House,1,[1965],,,2392.0,,70.0,House,106.0,71.0,,,,,,,,,,,,,,,,,,,,
5,0:00:02.392000,Build,House,2,[1967],,,2392.0,,70.0,House,28.0,49.0,,,,,,,,,,,,,,,,,,,,
6,0:00:02.730000,Move,,1,[129040384],,,2730.0,,,,95.28125,68.28125,,,,,,,,,,,,,,,,,,,,
7,0:00:02.938000,Move,,1,[129040384],,,2938.0,,,,94.125,67.29166412353516,,,,,,,,,,,,,,,,,,,,
8,0:00:02.938000,Move,,2,[129171456],,,2938.0,,,,18.6875,58.5625,,,,,,,,,,,,,,,,,,,,
9,0:00:03.744000,Queue,Villager,1,[1935],1.0,83.0,3744.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
10,0:00:04.355000,Move,,1,"[153616384, 154009600]",,,4355.0,,,,96.04166412353516,73.45833587646484,,,,,,,,,,,,,,,,,,,,
11,0:00:04.355000,Move,,2,[153878528],,,4355.0,,,,21.41666603088379,50.875,,,,,,,,,,,,,,,,,,,,
12,0:00:04.563000,Move,,1,[153878528],,,4563.0,,,,96.36458587646484,72.53125,,,,,,,,,,,,,,,,,,,,
13,0:00:04.758000,Move,,1,[153878528],,,4758.0,,,,96.36458587646484,72.53125,,,,,,,,,,,,,,,,,,,,
14,0:00:04.758000,Move,,2,[153878528],,,4758.0,,,,21.46875,50.76041793823242,,,,,,,,,,,,,,,,,,,,
15,0:00:05.369000,Move,,2,[129171456],,,5369.0,,,,17.6875,61.8125,,,,,,,,,,,,,,,,,,,,
16,0:00:05.577000,Move,,2,[129171456],,,5577.0,,,,17.58333396911621,62.58333206176758,,,,,,,,,,,,,,,,,,,,
17,0:00:05.772000,Move,,1,[153812992],,,5772.0,,,,83.57291412353516,85.61458587646484,,,,,,,,,,,,,,,,,,,,
18,0:00:05.772000,Move,,1,[153812992],,,5772.0,,,,81.96875,86.67708587646484,,,,,,,,,,,,,,,,,,,,
19,0:00:05.980000,Move,,1,[153812992],,,5980.0,,,,82.09375,86.92708587646484,,,,,,,,,,,,,,,,,,,,
20,0:00:06.591000,Move,,2,[153681920],,,6591.0,,,,41.71875,67.05208587646484,,,,,,,,,,,,,,,,,,,,
21,0:00:06.799000,Move,,1,[153747456],,,6799.0,,,,92.32291412353516,92.82291412353516,,,,,,,,,,,,,,,,,,,,
22,0:00:06.994000,Move,,1,[153747456],,,6994.0,,,,91.66666412353516,93.41666412353516,,,,,,,,,,,,,,,,,,,,
23,0:00:07.202000,Move,,1,[153747456],,,7202.0,,,,91.60416412353516,93.52083587646484,,,,,,,,,,,,,,,,,,,,
24,0:00:07.605000,Move,,2,"[154075136, 153944064]",,,7605.0,,,,37.79166793823242,77.83333587646484,,,,,,,,,,,,,,,,,,,,
25,0:00:07.813000,Move,,1,[129040384],,,7813.0,,,,86.38541412353516,54.17708206176758,,,,,,,,,,,,,,,,,,,,
26,0:00:08.008000,Move,,1,[129040384],,,8008.0,,,,87.13541412353516,57.17708206176758,,,,,,,,,,,,,,,,,,,,
27,0:00:08.619000,Move,,2,[129171456],,,8619.0,,,,0.5,84.0,,,,,,,,,,,,,,,,,,,,
28,0:00:08.827000,Queue,Villager,1,[1935],1.0,83.0,8827.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
29,0:00:09.022000,Queue,Villager,1,[1935],1.0,83.0,9022.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
30,0:00:09.022000,Queue,Villager,2,[1942],1.0,83.0,9022.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
31,0:00:09.230000,Queue,Villager,1,[1935],1.0,83.0,9230.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
32,0:00:09.438000,Queue,Villager,2,[1942],1.0,83.0,9438.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
33,0:00:09.633000,Move,,1,[154009600],,,9633.0,,,,96.22916412353516,73.35416412353516,,,,,,,,,,,,,,,,,,,,
34,0:00:09.841000,Move,,1,[154009600],,,9841.0,,,,96.28125,73.11458587646484,,,,,,,,,,,,,,,,,,,,
35,0:00:10.049000,Move,,1,[154009600],,,10049.0,,,,96.28125,73.23958587646484,,,,,,,,,,,,,,,,,,,,
36,0:00:10.049000,Move,,2,[153878528],,,10049.0,,,,21.47916603088379,50.60416793823242,,,,,,,,,,,,,,,,,,,,
37,0:00:10.049000,Move,,2,[153878528],,,10049.0,,,,21.3125,50.52083206176758,,,,,,,,,,,,,,,,,,,,
38,0:00:10.244000,Move,,2,[153878528],,,10244.0,,,,21.13541603088379,50.38541793823242,,,,,,,,,,,,,,,,,,,,
39,0:00:11.063000,Move,,1,[153616384],,,11063.0,,,,98.16666412353516,74.5,,,,,,,,,,,,,,,,,,,,
40,0:00:11.258000,Move,,1,[153616384],,,11258.0,,,,98.35416412353516,74.3125,,,,,,,,,,,,,,,,,,,,
41,0:00:12.077000,Gather,Goat,2,"[128974847, 128647168, 128516096]",,,12077.0,,,,21.375154495239258,51.67229461669922,2348.0,,,,,,,,,,,,,,,,,,,
42,0:00:12.480000,Move,,2,[153878528],,,12480.0,,,,21.20833396911621,50.33333206176758,,,,,,,,,,,,,,,,,,,,
43,0:00:13.299000,Move,,2,[153681920],,,13299.0,,,,34.90625,51.82291793823242,,,,,,,,,,,,,,,,,,,,
44,0:00:14.508000,Move,,2,[153944064],,,14508.0,,,,45.79166793823242,62.45833206176758,,,,,,,,,,,,,,,,,,,,
45,0:00:15.119000,Move,,1,[129040384],,,15119.0,,,,101.91666412353516,50.0,,,,,,,,,,,,,,,,,,,,
46,0:00:15.327000,Move,,1,[129040384],,,15327.0,,,,100.94791412353516,51.53125,,,,,,,,,,,,,,,,,,,,
47,0:00:15.327000,Move,,2,[129171456],,,15327.0,,,,2.3958332538604736,66.22916412353516,,,,,,,,,,,,,,,,,,,,
48,0:00:15.522000,Move,,2,[129171456],,,15522.0,,,,1.34375,63.01041793823242,,,,,,,,,,,,,,,,,,,,
49,0:00:15.938000,Move,,2,[129171456],,,15938.0,,,,0.5,60.0,,,,,,,,,,,,,,,,,,,,
50,0:00:16.549000,Move,,1,[154009600],,,16549.0,,,,96.39583587646484,73.35416412353516,,,,,,,,,,,,,,,,,,,,
51,0:00:16.952000,Gather Point,Goat,2,[1942],,,16952.0,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,,
52,0:00:17.147000,Gather Point,Goat,1,[1935],,,17147.0,,,,96.28125,73.23958587646484,2350.0,1060.0,,,,,,,,,,,,,,,,,,
53,0:00:17.563000,Move,,2,[153878528],,,17563.0,,,,21.0625,50.14583206176758,,,,,,,,,,,,,,,,,,,,
54,0:00:17.758000,Move,,1,[153616384],,,17758.0,,,,95.91666412353516,75.375,,,,,,,,,,,,,,,,,,,,
55,0:00:17.966000,Move,,1,[153616384],,,17966.0,,,,95.82291412353516,75.32291412353516,,,,,,,,,,,,,,,,,,,,
56,0:00:18.577000,Move,,1,[129040384],,,18577.0,,,,102.69791412353516,54.78125,,,,,,,,,,,,,,,,,,,,
57,0:00:18.772000,Move,,1,[129040384],,,18772.0,,,,104.58333587646484,54.91666793823242,,,,,,,,,,,,,,,,,,,,
58,0:00:18.980000,Move,,2,[153681920],,,18980.0,,,,19.71875,50.76041793823242,,,,,,,,,,,,,,,,,,,,
59,0:00:19.188000,Move,,2,[153681920],,,19188.0,,,,18.92708396911621,50.21875,,,,,,,,,,,,,,,,,,,,
60,0:00:20.813000,Move,,2,[153944064],,,20813.0,,,,41.34375,55.38541793823242,,,,,,,,,,,,,,,,,,,,
61,0:00:21.619000,Move,,2,[154075136],,,21619.0,,,,46.11198043823242,74.7421875,,,,,,,,,,,,,,,,,,,,
62,0:00:22.633000,Gather,Goat,1,"[128843775, 128385024, 128253952]",,,22633.0,,,,96.28125,73.23958587646484,2350.0,,,,,,,,,,,,,,,,,,,
63,0:00:22.633000,Move,,2,[129171456],,,22633.0,,,,0.5,49.0,,,,,,,,,,,,,,,,,,,,
64,0:00:22.633000,Move,,2,[129171456],,,22633.0,,,,0.5,48.0,,,,,,,,,,,,,,,,,,,,
65,0:00:23.244000,Move,,1,[154009600],,,23244.0,,,,97.6875,73.4375,,,,,,,,,,,,,,,,,,,,
66,0:00:23.855000,Move,,1,[129040384],,,23855.0,,,,115.89583587646484,59.52083206176758,,,,,,,,,,,,,,,,,,,,
67,0:00:23.855000,Gather Point,Goat,2,[1942],,,23855.0,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,,
68,0:00:24.869000,Garrison,,2,"[502528, 502016]",,,24869.0,,,,,,1942.0,,5.0,0.0,-1.0,-1.0,Garrison,,,,,,,,,,,,,
69,0:00:25.077000,Move,,1,[153812992],,,25077.0,,,,82.80208587646484,77.30208587646484,,,,,,,,,,,,,,,,,,,,
70,0:00:26.091000,Move,,1,[153812992],,,26091.0,,,,79.80208587646484,78.71875,,,,,,,,,,,,,,,,,,,,
71,0:00:26.299000,Move,,1,[153812992],,,26299.0,,,,79.09375,71.84375,,,,,,,,,,,,,,,,,,,,
72,0:00:26.494000,Move,,1,[153812992],,,26494.0,,,,81.67708587646484,67.26041412353516,,,,,,,,,,,,,,,,,,,,
73,0:00:26.494000,Back To Work,,2,[1942],,,26494.0,,,,,,,,,,,,,,,,,,,,,,,,,
74,0:00:26.494000,Back To Work,,2,[1942],,,26494.0,,,,,,,,,,,,,,,,,,,,,,,,,
75,0:00:26.702000,Move,,1,[153812992],,,26702.0,,,,85.34375,68.80208587646484,,,,,,,,,,,,,,,,,,,,
76,0:00:26.702000,Back To Work,,2,[1942],,,26702.0,,,,,,,,,,,,,,,,,,,,,,,,,
77,0:00:27.105000,Move,,1,[153812992],,,27105.0,,,,86.0,76.41666412353516,,,,,,,,,,,,,,,,,,,,
78,0:00:27.313000,Move,,1,[153812992],,,27313.0,,,,87.04166412353516,80.29166412353516,,,,,,,,,,,,,,,,,,,,
79,0:00:27.508000,Move,,1,[153812992],,,27508.0,,,,90.08333587646484,80.875,,,,,,,,,,,,,,,,,,,,
80,0:00:27.508000,Move,,2,[153812992],,,27508.0,,,,2.3020832538604736,48.13541793823242,,,,,,,,,,,,,,,,,,,,
81,0:00:27.716000,Move,,1,[153812992],,,27716.0,,,,94.60416412353516,79.0625,,,,,,,,,,,,,,,,,,,,
82,0:00:28.119000,Queue,Villager,2,[1942],1.0,83.0,28119.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
83,0:00:28.327000,Queue,Villager,2,[1942],1.0,83.0,28327.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
84,0:00:28.522000,Move,,1,[153747456],,,28522.0,,,,84.59375,93.51041412353516,,,,,,,,,,,,,,,,,,,,
85,0:00:28.730000,Gather Point,Goat,2,[1942],,,28730.0,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,,
86,0:00:28.938000,Move,,1,[153747456],,,28938.0,,,,78.85416412353516,94.9375,,,,,,,,,,,,,,,,,,,,
87,0:00:29.133000,Move,,1,[153747456],,,29133.0,,,,74.22916412353516,91.1875,,,,,,,,,,,,,,,,,,,,
88,0:00:29.341000,Move,,1,[153747456],,,29341.0,,,,70.32291412353516,85.28125,,,,,,,,,,,,,,,,,,,,
89,0:00:29.341000,Move,,2,[153681920],,,29341.0,,,,20.34375,50.63541793823242,,,,,,,,,,,,,,,,,,,,
90,0:00:29.549000,Move,,1,[153681920],,,29549.0,,,,65.16666412353516,77.625,,,,,,,,,,,,,,,,,,,,
91,0:00:29.549000,Move,,2,[153681920],,,29549.0,,,,20.27083396911621,50.4375,,,,,,,,,,,,,,,,,,,,
92,0:00:29.952000,Move,,1,[129040384],,,29952.0,,,,112.26041412353516,63.92708206176758,,,,,,,,,,,,,,,,,,,,
93,0:00:30.355000,Move,,1,[129040384],,,30355.0,,,,113.84375,67.63541412353516,,,,,,,,,,,,,,,,,,,,
94,0:00:30.966000,Move,,2,[153944064],,,30966.0,,,,37.2421875,45.3203125,,,,,,,,,,,,,,,,,,,,
95,0:00:31.980000,Move,,2,[154075136],,,31980.0,,,,40.72916793823242,57.64583206176758,,,,,,,,,,,,,,,,,,,,
96,0:00:32.383000,Gather,Goat,1,[128843775],,,32383.0,,,,97.6875,73.4375,2350.0,,,,,,,,,,,,,,,,,,,
97,0:00:32.591000,Gather,Goat,1,[128843775],,,32591.0,,,,97.6875,73.4375,2350.0,,,,,,,,,,,,,,,,,,,
98,0:00:32.799000,Gather,Goat,1,[128843775],,,32799.0,,,,97.6875,73.4375,2350.0,,,,,,,,,,,,,,,,,,,
99,0:00:32.994000,Gather Point,Goat,1,[1935],,,32994.0,,,,97.6875,73.4375,2350.0,1060.0,,,,,,,,,,,,,,,,,,
100,0:00:33.605000,Move,,1,[153616384],,,33605.0,,,,96.38541412353516,73.67708587646484,,,,,,,,,,,,,,,,,,,,
101,0:00:33.605000,Move,,2,[153944064],,,33605.0,,,,33.59375,42.59375,,,,,,,,,,,,,,,,,,,,
102,0:00:34.827000,Move,,2,[129171456],,,34827.0,,,,8.885416984558105,35.51041793823242,,,,,,,,,,,,,,,,,,,,
103,0:00:35.230000,Move,,2,[129171456],,,35230.0,,,,9.03125,36.28125,,,,,,,,,,,,,,,,,,,,
104,0:00:36.452000,Gather Point,Goat,2,[1942],,,36452.0,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,,
105,0:00:38.077000,Move,,2,[153681920],,,38077.0,,,,20.33333396911621,50.58333206176758,,,,,,,,,,,,,,,,,,,,
106,0:00:39.091000,Move,,1,[129040384],,,39091.0,,,,119.5,85.0,,,,,,,,,,,,,,,,,,,,
107,0:00:39.091000,Move,,2,[129171456],,,39091.0,,,,5.854166507720947,33.6875,,,,,,,,,,,,,,,,,,,,
108,0:00:41.327000,Move,,2,[153944064],,,41327.0,,,,34.14583206176758,41.8125,,,,,,,,,,,,,,,,,,,,
109,0:00:41.522000,Move,,1,[153944064],,,41522.0,,,,119.5,84.96875,,,,,,,,,,,,,,,,,,,,
110,0:00:41.730000,Move,,1,[153944064],,,41730.0,,,,119.5,84.8125,,,,,,,,,,,,,,,,,,,,
111,0:00:42.549000,Move,,2,[154075136],,,42549.0,,,,44.52083206176758,48.3125,,,,,,,,,,,,,,,,,,,,
112,0:00:43.355000,Move,,1,[153812992],,,43355.0,,,,81.22916412353516,67.39583587646484,,,,,,,,,,,,,,,,,,,,
113,0:00:43.563000,Move,,1,[153812992],,,43563.0,,,,84.17708587646484,67.17708587646484,,,,,,,,,,,,,,,,,,,,
114,0:00:43.563000,Move,,2,[129171456],,,43563.0,,,,12.0625,31.5625,,,,,,,,,,,,,,,,,,,,
115,0:00:43.758000,Move,,1,[129171456],,,43758.0,,,,85.25,71.79166412353516,,,,,,,,,,,,,,,,,,,,
116,0:00:43.966000,Move,,1,[129171456],,,43966.0,,,,85.51041412353516,75.88541412353516,,,,,,,,,,,,,,,,,,,,
117,0:00:44.174000,Move,,1,[129171456],,,44174.0,,,,87.0625,79.60416412353516,,,,,,,,,,,,,,,,,,,,
118,0:00:44.369000,Move,,1,[129171456],,,44369.0,,,,90.98958587646484,81.57291412353516,,,,,,,,,,,,,,,,,,,,
119,0:00:44.577000,Move,,1,[129171456],,,44577.0,,,,96.57291412353516,77.32291412353516,,,,,,,,,,,,,,,,,,,,
120,0:00:44.980000,Gather Point,Goat,2,[1942],,,44980.0,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,,
121,0:00:45.799000,Move,,1,[153747456],,,45799.0,,,,78.30208587646484,102.05208587646484,,,,,,,,,,,,,,,,,,,,
122,0:00:45.994000,Move,,1,[153747456],,,45994.0,,,,81.97916412353516,106.10416412353516,,,,,,,,,,,,,,,,,,,,
123,0:00:46.202000,Move,,1,[153747456],,,46202.0,,,,90.53125,105.11458587646484,,,,,,,,,,,,,,,,,,,,
124,0:00:46.397000,Move,,1,[153747456],,,46397.0,,,,96.875,100.16666412353516,,,,,,,,,,,,,,,,,,,,
125,0:00:46.397000,Move,,2,[153747456],,,46397.0,,,,14.864583015441895,30.86458396911621,,,,,,,,,,,,,,,,,,,,
126,0:00:47.008000,Move,,1,[153747456],,,47008.0,,,,106.73958587646484,85.32291412353516,,,,,,,,,,,,,,,,,,,,
127,0:00:47.008000,Move,,2,[153747456],,,47008.0,,,,16.26041603088379,30.96875,,,,,,,,,,,,,,,,,,,,
128,0:00:48.022000,Move,,1,[129040384],,,48022.0,,,,116.28385162353516,88.98697662353516,,,,,,,,,,,,,,,,,,,,
129,0:00:48.230000,Move,,1,[129040384],,,48230.0,,,,117.22916412353516,88.64583587646484,,,,,,,,,,,,,,,,,,,,
130,0:00:48.438000,Move,,2,[153944064],,,48438.0,,,,28.85416603088379,38.6875,,,,,,,,,,,,,,,,,,,,
131,0:00:49.452000,Move,,2,[129171456],,,49452.0,,,,33.97916793823242,36.9375,,,,,,,,,,,,,,,,,,,,
132,0:00:50.869000,Move,,1,[129171456],,,50869.0,,,,119.5,94.0,,,,,,,,,,,,,,,,,,,,
133,0:00:51.077000,Move,,1,[129171456],,,51077.0,,,,119.5,94.0,,,,,,,,,,,,,,,,,,,,
134,0:00:51.077000,Move,,2,[154075136],,,51077.0,,,,41.91666793823242,47.91666793823242,,,,,,,,,,,,,,,,,,,,
135,0:00:51.272000,Move,,1,[154075136],,,51272.0,,,,119.5,92.0,,,,,,,,,,,,,,,,,,,,
136,0:00:52.091000,Move,,2,[129171456],,,52091.0,,,,23.63541603088379,32.71875,,,,,,,,,,,,,,,,,,,,
137,0:00:52.702000,Move,,2,[129171456],,,52702.0,,,,23.65625,32.36458206176758,,,,,,,,,,,,,,,,,,,,
138,0:00:53.716000,Move,,1,[153616384],,,53716.0,,,,97.75,73.5,,,,,,,,,,,,,,,,,,,,
139,0:00:53.716000,Move,,1,[153616384],,,53716.0,,,,97.75,73.5,,,,,,,,,,,,,,,,,,,,
140,0:00:53.716000,Move,,2,[153616384],,,53716.0,,,,22.5,33.29166793823242,,,,,,,,,,,,,,,,,,,,
141,0:00:54.522000,Order,,1,"[164102143, 128778240, 128253952, 128385024, 164298752]",,,54522.0,,,,96.5296401977539,73.4034194946289,2344.0,,,,,,,,,,,,,,,,,,,
142,0:00:55.133000,Move,,1,[129040384],,,55133.0,,,,119.5,86.0,,,,,,,,,,,,,,,,,,,,
143,0:00:55.952000,Move,,1,[129040384],,,55952.0,,,,119.5,84.0,,,,,,,,,,,,,,,,,,,,
144,0:00:56.147000,Move,,1,[129040384],,,56147.0,,,,119.5,84.0,,,,,,,,,,,,,,,,,,,,
145,0:00:56.355000,Move,,1,[129040384],,,56355.0,,,,119.5,84.0,,,,,,,,,,,,,,,,,,,,
146,0:00:56.966000,Move,,2,[153681920],,,56966.0,,,,20.46875,50.38541793823242,,,,,,,,,,,,,,,,,,,,
