,class_id,object_id,instance_id,index,position,name,x,y,Fruit Bush,Gold Mine,Stone Mine,Tree,BetweenPlayers,DistancePlayer1_x,DistancePlayer2_x,ClosestPlayer_x,ClosestPlayer_y,DistancePlayer1_y,DistancePlayer2_y
0,30,649,1803,0,"{'x': 60.0, 'y': 60.0}",,60.0,60.0,,,,,,38.897300677553446,41.48493702538308,,,38.897300677553446,41.48493702538308
1,30,649,1804,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
2,30,649,1805,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
3,30,649,1806,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
4,30,649,1807,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
5,30,649,1808,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
6,30,649,1809,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
7,30,649,1810,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
8,30,649,1811,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
9,30,649,1812,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
10,30,649,1813,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
11,30,649,1814,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
12,30,649,1815,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
13,30,649,1816,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
14,30,649,1817,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
15,30,649,1818,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
16,30,649,1819,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
17,30,649,1820,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
18,30,649,1821,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
19,30,649,1822,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
20,30,649,1823,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
21,30,649,1824,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
22,30,649,1825,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
23,30,649,1826,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
24,30,649,1827,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
25,30,649,1828,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
26,30,649,1829,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
27,30,649,1830,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
28,30,649,1831,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
29,30,649,1832,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
30,30,649,1833,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
31,30,649,1834,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
32,30,649,1835,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
33,30,649,1836,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
34,30,649,1837,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
35,30,649,1838,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
36,30,649,1839,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
37,30,649,1840,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
38,30,649,1841,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
39,30,649,1842,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
40,30,649,1843,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
41,30,649,1844,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
42,30,649,1845,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
43,30,649,1846,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
44,30,649,1847,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
45,30,649,1848,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
46,30,649,1849,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
47,30,649,1850,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
48,30,649,1851,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
49,30,649,1852,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
50,30,649,1853,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
51,30,649,1854,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
52,30,649,1855,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
53,30,649,1856,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
54,30,649,1857,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
55,30,649,1858,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
56,30,649,1859,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
57,30,649,1860,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
58,30,649,1861,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
59,30,649,1862,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
60,30,649,1863,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
61,30,649,1864,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
62,30,649,1865,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
63,30,649,1866,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
64,30,649,1867,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
65,30,649,1868,0,"{'x': 97.0, 'y': 72.0}",,97.0,72.0,,,,,,0.0,80.36168241145776,1.0,1.0,0.0,80.36168241145776
66,30,649,1869,0,"{'x': 20.0, 'y': 49.0}",,20.0,49.0,,,,,,80.36168241145776,0.0,2.0,2.0,80.36168241145776,0.0
